Service,Age,CustomerSince,Customer Gender,Region,SupportCallsLastYear,AverageBill,ChurnIndicator,Satisfaction Score,,
phone,37,12/3/2011 10:27,F,Central,10,41,0.24,2,,
fiber,41,12/3/2011 10:27,M,Central,9,98,0.10,6,,
fiber,63,12/3/2011 10:27,F,South,1,37,0.09,7,,
fiber,58,12/3/2011 10:27,M,North,0,58,0.02,3,,
4G,43,12/3/2011 10:27,F,Central,0,53,0.01,8,,
fiber,72,12/3/2011 10:27,F,South,0,71,0.01,4,,
4G,72,12/3/2011 10:27,M,North,0,103,0.01,4,,
fiber,31,12/4/2011 10:27,F,North,3,34,0.12,6,,
fiber,52,12/4/2011 10:27,M,Central,3,56,0.07,8,,
4G,57,12/4/2011 10:27,F,Central,7,94,0.07,6,,
fiber,51,12/4/2011 10:27,M,South,1,33,0.06,8,,
4G,33,12/4/2011 10:27,F,Central,7,104,0.06,8,,
4G,46,12/4/2011 10:27,F,Central,3,88,0.04,6,,
4G,21,12/4/2011 10:27,M,South,0,58,0.01,7,,
4G,32,12/5/2011 10:27,M,Central,4,44,0.09,6,,
4G,24,12/5/2011 10:27,F,South,1,34,0.05,5,,
landline,70,12/5/2011 10:27,F,South,1,57,0.02,5,,
4G,65,12/6/2011 10:27,F,North,0,37,0.02,8,,
phone,36,12/6/2011 10:27,M,Central,0,34,0.02,4,,
4G,24,12/7/2011 10:27,F,Central,2,68,0.13,7,,
fiber,78,12/7/2011 10:27,M,Central,3,46,0.09,6,,
4G,32,12/7/2011 10:27,F,South,8,93,0.07,3,,
fiber,41,12/7/2011 10:27,M,Central,4,69,0.07,7,,
4G,66,12/7/2011 10:27,M,Central,0,43,0.02,3,,
landline,45,12/7/2011 10:27,F,South,3,89,0.01,7,,
4G,66,12/8/2011 10:27,M,Central,8,62,0.11,7,,
4G,53,12/8/2011 10:27,F,Central,0,44,0.04,4,,
fiber,69,12/8/2011 10:27,F,Central,1,82,0.03,4,,
4G,61,12/8/2011 10:27,M,Central,1,63,0.02,9,,
phone,51,12/8/2011 10:27,F,Central,0,45,0.02,4,,
4G,49,12/8/2011 10:27,M,North,0,38,0.02,5,,
phone,23,12/8/2011 10:27,M,South,1,92,0.01,9,,
4G,31,12/9/2011 10:27,M,North,2,120,0.12,3,,
fiber,60,12/9/2011 10:27,M,Central,2,60,0.05,5,,
fiber,36,12/9/2011 10:27,F,Central,0,109,0.05,7,,
fiber,27,12/9/2011 10:27,F,South,0,40,0.03,5,,
phone,78,12/9/2011 10:27,M,Central,3,102,0.02,6,,
4G,70,12/10/2011 10:27,M,North,9,38,0.20,7,,
fiber,60,12/10/2011 10:27,F,Central,1,43,0.05,3,,
4G,64,12/10/2011 10:27,F,Central,0,68,0.01,6,,
landline,71,12/10/2011 10:27,M,Central,1,57,0.01,7,,
fiber,42,12/11/2011 10:27,M,Central,7,62,0.13,7,,
phone,18,12/11/2011 10:27,F,Central,0,34,0.02,6,,
fiber,54,12/11/2011 10:27,F,Central,0,77,0.01,10,,
landline,62,12/11/2011 10:27,F,Central,2,62,0.01,7,,
phone,18,12/11/2011 10:27,F,Central,0,44,0.01,8,,
landline,60,12/11/2011 10:27,M,South,0,52,0.01,3,,
phone,63,12/12/2011 10:27,M,South,2,58,0.03,5,,
phone,62,12/12/2011 10:27,F,South,4,108,0.02,4,,
fiber,35,12/12/2011 10:27,M,South,0,77,0.01,7,,
4G,69,12/12/2011 10:27,M,North,0,84,0.01,6,,
4G,22,12/12/2011 10:27,F,Central,0,94,0.01,7,,
phone,20,12/12/2011 10:27,F,Central,0,73,0.01,7,,
phone,50,12/13/2011 10:27,F,South,8,58,0.33,3,,
4G,37,12/13/2011 10:27,M,South,3,50,0.06,8,,
landline,64,12/13/2011 10:27,M,Central,7,37,0.60,2,,
4G,57,12/13/2011 10:27,M,North,0,30,0.04,7,,
4G,45,12/13/2011 10:27,M,North,0,51,0.02,8,,
landline,59,12/13/2011 10:27,M,South,0,47,0.80,2,,
landline,63,12/13/2011 10:27,F,South,2,79,0.01,3,,
fiber,44,12/14/2011 10:27,F,Central,10,38,0.29,7,,
4G,35,12/14/2011 10:27,M,Central,7,87,0.07,8,,
4G,39,12/14/2011 10:27,F,South,1,32,0.05,3,,
fiber,21,12/14/2011 10:27,M,Central,0,70,0.01,5,,
4G,60,12/14/2011 10:27,M,Central,0,85,0.01,8,,
phone,62,12/14/2011 10:27,M,Central,0,86,0.01,6,,
landline,18,12/14/2011 10:27,M,Central,0,81,0.00,4,,
landline,48,12/14/2011 10:27,M,North,0,97,0.00,9,,
fiber,47,12/15/2011 10:27,M,Central,7,108,0.08,3,,
phone,55,12/15/2011 10:27,M,Central,0,108,0.90,2,,
landline,18,12/15/2011 10:27,F,Central,0,60,0.00,5,,
landline,48,12/15/2011 10:27,F,Central,0,101,0.00,6,,
4G,33,12/16/2011 10:27,M,Central,1,104,0.02,3,,
fiber,72,12/16/2011 10:27,F,Central,0,80,0.01,4,,
4G,59,12/17/2011 10:27,F,Central,6,87,0.24,6,,
4G,25,12/17/2011 10:27,F,Central,7,83,0.07,7,,
4G,74,12/17/2011 10:27,M,Central,1,67,0.02,7,,
phone,18,12/17/2011 10:27,M,North,1,51,0.02,3,,
phone,24,12/17/2011 10:27,M,Central,1,58,0.02,4,,
fiber,36,12/17/2011 10:27,M,Central,0,73,0.01,8,,
phone,44,12/17/2011 10:27,M,North,0,77,0.01,8,,
phone,32,12/17/2011 10:27,M,Central,0,90,0.01,5,,
phone,34,12/18/2011 10:27,F,South,0,113,0.04,7,,
4G,26,12/18/2011 10:27,M,South,1,53,0.03,7,,
fiber,72,12/18/2011 10:27,F,Central,1,76,0.03,4,,
fiber,38,12/18/2011 10:27,M,Central,0,94,0.01,8,,
4G,44,12/18/2011 10:27,F,Central,0,72,0.01,6,,
phone,52,12/18/2011 10:27,F,North,0,109,0.01,8,,
phone,78,12/19/2011 10:27,M,Central,0,33,0.40,2,,
fiber,39,12/19/2011 10:27,F,Central,0,43,0.02,8,,
landline,64,12/19/2011 10:27,M,South,1,54,0.01,6,,
phone,61,12/19/2011 10:27,F,Central,0,80,0.01,6,,
landline,23,12/19/2011 10:27,F,South,1,97,0.01,3,,
fiber,36,12/21/2011 10:27,M,South,1,44,0.11,5,,
fiber,35,12/21/2011 10:27,F,Central,7,79,0.10,3,,
4G,44,12/21/2011 10:27,M,South,1,112,0.80,2,,
4G,76,12/21/2011 10:27,M,North,2,87,0.03,7,,
phone,35,12/21/2011 10:27,F,South,0,106,0.02,6,,
4G,33,12/22/2011 10:27,F,Central,10,98,0.40,2,,
phone,26,12/22/2011 10:27,M,Central,4,41,0.06,4,,
landline,54,12/22/2011 10:27,F,Central,3,88,0.01,7,,
phone,45,12/23/2011 10:27,M,Central,3,62,0.03,6,,
landline,76,12/23/2011 10:27,M,Central,3,72,0.01,8,,
phone,56,12/23/2011 10:27,M,Central,0,36,0.01,4,,
fiber,54,12/23/2011 10:27,F,Central,0,106,0.01,9,,
phone,21,12/23/2011 10:27,F,Central,0,110,0.01,6,,
4G,52,12/24/2011 10:27,M,North,1,67,0.08,4,,
phone,26,12/24/2011 10:27,M,South,4,44,0.06,6,,
phone,50,12/24/2011 10:27,M,Central,0,63,0.05,4,,
4G,76,12/24/2011 10:27,M,Central,4,81,0.05,6,,
4G,53,12/24/2011 10:27,M,Central,0,56,0.01,8,,
4G,77,12/24/2011 10:27,M,North,0,105,0.01,4,,
fiber,42,12/25/2011 10:27,M,North,1,93,0.13,5,,
landline,56,12/25/2011 10:27,F,North,6,39,0.05,8,,
4G,57,12/25/2011 10:27,M,Central,0,76,0.01,8,,
phone,72,12/25/2011 10:27,F,South,0,92,0.01,9,,
phone,70,12/25/2011 10:27,M,Central,0,108,0.01,3,,
fiber,27,12/26/2011 10:27,F,Central,0,114,0.04,6,,
4G,55,12/26/2011 10:27,M,Central,1,71,0.02,9,,
4G,28,12/26/2011 10:27,M,South,0,42,0.02,6,,
phone,33,12/26/2011 10:27,F,North,2,109,0.01,5,,
phone,28,12/26/2011 10:27,F,Central,1,94,0.01,3,,
phone,57,12/26/2011 10:27,F,Central,0,63,0.01,8,,
4G,39,12/26/2011 10:27,F,South,0,108,0.01,5,,
phone,23,12/26/2011 10:27,M,North,0,81,0.01,5,,
4G,64,12/27/2011 10:27,F,Central,7,90,0.46,6,,
phone,38,12/27/2011 10:27,F,Central,2,64,0.12,10,,
fiber,32,12/27/2011 10:27,M,Central,7,76,0.11,5,,
4G,31,12/27/2011 10:27,F,Central,5,46,0.10,6,,
phone,75,12/27/2011 10:27,M,Central,6,85,0.74,2,,
phone,53,12/27/2011 10:27,F,Central,1,39,0.03,3,,
phone,37,12/28/2011 10:27,F,North,1,81,0.01,5,,
landline,48,12/28/2011 10:27,M,Central,1,89,0.01,4,,
landline,35,12/29/2011 10:27,M,Central,6,36,0.05,6,,
4G,37,12/29/2011 10:27,F,Central,2,61,0.04,4,,
fiber,53,12/29/2011 10:27,F,Central,1,98,0.02,4,,
4G,36,12/29/2011 10:27,F,South,0,37,0.02,3,,
4G,18,12/29/2011 10:27,M,South,0,41,0.02,5,,
4G,59,12/29/2011 10:27,F,Central,0,46,0.02,4,,
phone,37,12/29/2011 10:27,M,Central,1,69,0.01,7,,
4G,24,12/30/2011 10:27,F,Central,2,105,0.07,7,,
4G,27,12/30/2011 10:27,F,Central,0,47,0.02,5,,
phone,23,12/30/2011 10:27,F,Central,1,82,0.01,8,,
4G,38,12/30/2011 10:27,F,Central,0,69,0.01,9,,
landline,65,12/30/2011 10:27,M,North,0,73,1.00,2,,
landline,52,12/30/2011 10:27,F,South,0,97,0.00,6,,
landline,41,12/31/2011 10:27,M,North,5,61,0.83,2,,
phone,23,12/31/2011 10:27,M,South,1,60,0.02,8,,
4G,58,12/31/2011 10:27,M,South,0,47,0.02,3,,
fiber,60,12/31/2011 10:27,M,North,0,70,0.01,9,,
phone,53,12/31/2011 10:27,M,South,1,78,0.01,4,,
phone,44,12/31/2011 10:27,M,South,0,41,0.01,4,,
landline,45,1/1/2012 10:27,M,Central,5,41,0.04,5,,
4G,54,1/1/2012 10:27,M,Central,0,91,0.03,7,,
landline,73,1/1/2012 10:27,M,South,4,68,0.02,7,,
4G,33,1/1/2012 10:27,M,Central,1,81,0.25,2,,
phone,38,1/1/2012 10:27,M,Central,1,82,0.01,9,,
phone,32,1/2/2012 10:27,M,North,2,37,0.60,2,,
phone,60,1/2/2012 10:27,M,South,5,57,0.05,3,,
phone,46,1/2/2012 10:27,F,Central,3,71,0.03,9,,
fiber,20,1/2/2012 10:27,F,North,1,94,0.02,7,,
phone,71,1/2/2012 10:27,F,Central,0,43,0.01,5,,
fiber,62,1/3/2012 10:27,M,Central,1,75,0.11,8,,
landline,50,1/3/2012 10:27,F,South,0,67,0.01,5,,
phone,29,1/3/2012 10:27,F,South,0,62,0.01,5,,
phone,37,1/3/2012 10:27,M,Central,0,98,0.01,7,,
landline,23,1/3/2012 10:27,F,South,0,58,0.00,7,,
fiber,60,1/4/2012 10:27,M,Central,2,33,0.12,7,,
fiber,34,1/4/2012 10:27,F,South,2,37,0.08,4,,
landline,59,1/4/2012 10:27,M,Central,8,54,0.04,3,,
4G,33,1/4/2012 10:27,F,Central,1,75,0.02,4,,
phone,33,1/4/2012 10:27,M,Central,2,102,0.02,6,,
4G,27,1/5/2012 10:27,F,Central,9,58,0.13,6,,
landline,35,1/5/2012 10:27,F,South,2,86,0.05,4,,
4G,53,1/5/2012 10:27,F,South,2,49,0.05,8,,
4G,38,1/5/2012 10:27,M,South,1,107,0.01,9,,
4G,46,1/5/2012 10:27,M,Central,0,69,0.01,5,,
4G,35,1/5/2012 10:27,M,Central,0,108,0.01,3,,
phone,72,1/6/2012 10:27,M,Central,2,36,0.04,3,,
4G,71,1/6/2012 10:27,M,Central,0,72,0.01,3,,
4G,56,1/6/2012 10:27,M,Central,0,102,0.01,9,,
phone,20,1/7/2012 10:27,M,South,5,69,0.04,6,,
phone,55,1/7/2012 10:27,F,Central,0,98,0.01,7,,
landline,24,1/7/2012 10:27,M,Central,0,98,0.00,7,,
phone,60,1/8/2012 10:27,M,North,5,83,0.23,7,,
phone,29,1/8/2012 10:27,M,North,2,41,0.60,2,,
4G,52,1/8/2012 10:27,M,North,1,70,0.02,4,,
phone,21,1/8/2012 10:27,F,Central,1,89,0.01,8,,
4G,45,1/9/2012 10:27,F,Central,5,101,0.15,3,,
phone,30,1/9/2012 10:27,M,North,4,35,0.07,6,,
4G,64,1/9/2012 10:27,F,Central,4,75,0.05,5,,
phone,39,1/9/2012 10:27,M,North,4,58,0.04,4,,
4G,47,1/9/2012 10:27,M,South,2,77,0.03,8,,
4G,25,1/9/2012 10:27,F,Central,0,75,0.01,6,,
phone,66,1/9/2012 10:27,M,Central,0,91,0.01,5,,
phone,38,1/10/2012 10:27,M,Central,9,57,0.88,2,,
phone,22,1/10/2012 10:27,M,North,3,85,0.02,3,,
landline,46,1/10/2012 10:27,M,Central,2,55,0.01,6,,
fiber,65,1/10/2012 10:27,F,South,0,107,0.01,3,,
landline,64,1/10/2012 10:27,F,North,0,34,0.01,9,,
fiber,36,1/11/2012 10:27,F,South,5,72,0.08,8,,
fiber,76,1/11/2012 10:27,F,South,1,50,0.04,5,,
phone,59,1/11/2012 10:27,F,Central,0,109,0.02,10,,
fiber,54,1/11/2012 10:27,M,South,0,49,0.02,9,,
4G,18,1/12/2012 10:27,F,North,1,56,0.03,7,,
fiber,53,1/12/2012 10:27,M,Central,1,73,0.40,2,,
fiber,47,1/13/2012 10:27,F,South,9,66,0.15,3,,
4G,42,1/13/2012 10:27,M,South,2,109,0.07,5,,
phone,30,1/13/2012 10:27,M,Central,0,79,0.01,4,,
phone,37,1/14/2012 10:27,M,Central,10,82,0.07,4,,
phone,27,1/14/2012 10:27,F,Central,0,71,0.02,5,,
landline,37,1/14/2012 10:27,M,Central,1,57,0.01,6,,
4G,59,1/15/2012 10:27,F,North,2,36,0.20,8,,
landline,77,1/15/2012 10:27,F,Central,7,31,0.06,4,,
4G,58,1/15/2012 10:27,F,Central,1,91,0.02,4,,
fiber,76,1/15/2012 10:27,F,North,0,78,0.01,5,,
phone,30,1/15/2012 10:27,F,North,0,53,0.01,7,,
landline,59,1/15/2012 10:27,M,South,1,64,0.01,6,,
fiber,62,1/16/2012 10:27,M,Central,5,35,0.17,8,,
phone,38,1/16/2012 10:27,M,Central,9,50,0.10,5,,
phone,27,1/16/2012 10:27,F,North,6,77,0.05,10,,
phone,44,1/16/2012 10:27,M,North,0,45,0.01,8,,
4G,71,1/16/2012 10:27,M,Central,0,77,0.01,3,,
4G,47,1/16/2012 10:27,F,Central,0,81,0.01,9,,
landline,66,1/16/2012 10:27,F,Central,2,104,0.01,9,,
fiber,71,1/17/2012 10:27,F,South,3,77,0.21,7,,
fiber,66,1/17/2012 10:27,M,Central,1,51,0.60,2,,
fiber,24,1/17/2012 10:27,F,Central,2,89,0.03,5,,
fiber,41,1/17/2012 10:27,F,North,0,44,0.02,9,,
phone,59,1/17/2012 10:27,M,North,0,55,0.01,5,,
landline,46,1/17/2012 10:27,M,North,1,80,0.01,4,,
4G,32,1/18/2012 10:27,M,Central,3,64,0.05,7,,
fiber,76,1/18/2012 10:27,F,Central,4,109,0.05,5,,
4G,42,1/18/2012 10:27,F,North,1,40,0.04,5,,
landline,50,1/18/2012 10:27,M,Central,0,44,0.70,2,,
4G,54,1/18/2012 10:27,M,South,2,96,0.02,8,,
4G,64,1/18/2012 10:27,M,Central,0,50,0.02,4,,
4G,74,1/18/2012 10:27,M,Central,0,70,0.01,3,,
landline,49,1/18/2012 10:27,M,South,0,84,0.00,7,,
phone,52,1/19/2012 10:27,M,South,8,34,0.28,8,,
4G,27,1/19/2012 10:27,M,Central,1,113,0.13,4,,
4G,75,1/19/2012 10:27,F,North,6,84,0.06,9,,
phone,35,1/19/2012 10:27,M,North,0,92,0.40,2,,
4G,26,1/19/2012 10:27,M,Central,0,32,0.02,5,,
4G,47,1/19/2012 10:27,F,Central,2,105,0.02,7,,
phone,18,1/19/2012 10:27,F,North,0,86,0.01,6,,
landline,59,1/19/2012 10:27,F,North,0,95,0.00,7,,
4G,79,1/20/2012 10:27,F,South,9,84,0.09,8,,
landline,39,1/20/2012 10:27,M,Central,8,78,0.03,7,,
4G,62,1/20/2012 10:27,M,Central,0,59,0.01,9,,
landline,27,1/20/2012 10:27,M,South,0,103,0.00,3,,
4G,25,1/21/2012 10:27,M,South,1,34,0.04,6,,
4G,65,1/21/2012 10:27,M,South,2,59,0.04,7,,
phone,79,1/21/2012 10:27,F,Central,0,89,0.02,6,,
4G,27,1/22/2012 10:27,F,Central,4,85,0.04,9,,
4G,34,1/22/2012 10:27,F,South,2,76,0.03,4,,
4G,61,1/22/2012 10:27,F,South,2,97,0.02,6,,
4G,20,1/22/2012 10:27,F,North,0,35,0.02,7,,
phone,44,1/22/2012 10:27,F,South,0,62,0.02,8,,
4G,74,1/22/2012 10:27,M,Central,0,108,0.01,3,,
phone,20,1/23/2012 10:27,F,Central,1,35,0.03,4,,
4G,42,1/23/2012 10:27,F,North,0,58,0.03,9,,
fiber,70,1/23/2012 10:27,M,North,0,87,0.01,4,,
phone,56,1/24/2012 10:27,M,North,6,87,0.04,7,,
fiber,38,1/24/2012 10:27,F,Central,0,55,0.02,8,,
4G,30,1/24/2012 10:27,F,Central,0,68,0.01,8,,
phone,26,1/24/2012 10:27,F,Central,0,56,0.01,4,,
phone,53,1/25/2012 10:27,M,Central,5,41,0.07,6,,
phone,78,1/25/2012 10:27,M,South,7,79,0.05,5,,
4G,59,1/25/2012 10:27,M,South,1,36,0.04,4,,
phone,70,1/25/2012 10:27,F,Central,0,34,0.01,9,,
phone,65,1/25/2012 10:27,F,Central,0,80,0.01,6,,
phone,24,1/26/2012 10:27,F,North,3,113,0.09,4,,
4G,74,1/26/2012 10:27,M,North,2,80,0.03,6,,
landline,27,1/26/2012 10:27,F,Central,4,85,0.01,6,,
4G,57,1/26/2012 10:27,M,Central,1,108,0.01,5,,
4G,41,1/26/2012 10:27,F,South,0,83,0.01,8,,
phone,60,1/26/2012 10:27,M,Central,0,106,0.01,5,,
landline,47,1/27/2012 10:27,M,South,9,97,0.03,5,,
4G,26,1/27/2012 10:27,M,Central,0,53,0.01,5,,
landline,20,1/27/2012 10:27,M,Central,0,79,0.00,6,,
4G,48,1/28/2012 10:27,M,South,4,46,0.08,5,,
fiber,40,1/28/2012 10:27,M,Central,3,91,0.04,7,,
phone,21,1/28/2012 10:27,M,South,0,49,0.02,7,,
fiber,30,1/28/2012 10:27,F,North,0,50,0.02,6,,
fiber,40,1/28/2012 10:27,M,Central,1,104,0.02,3,,
phone,55,1/28/2012 10:27,F,Central,0,31,0.02,10,,
4G,32,1/28/2012 10:27,M,Central,0,99,0.01,7,,
4G,77,1/29/2012 10:27,F,South,7,60,0.10,6,,
phone,55,1/29/2012 10:27,F,Central,2,33,0.04,4,,
fiber,60,1/29/2012 10:27,M,South,1,52,0.04,4,,
4G,30,1/29/2012 10:27,M,Central,0,65,0.01,5,,
4G,32,1/30/2012 10:27,M,South,10,61,0.42,1,,
fiber,59,1/30/2012 10:27,F,South,1,101,0.44,2,,
phone,59,1/30/2012 10:27,M,Central,7,54,0.07,5,,
4G,33,1/30/2012 10:27,M,Central,1,115,0.06,5,,
phone,34,1/30/2012 10:27,M,South,0,64,0.02,4,,
fiber,70,1/30/2012 10:27,M,Central,1,97,0.02,7,,
phone,53,1/30/2012 10:27,F,Central,1,92,0.01,7,,
4G,59,1/31/2012 10:27,M,North,1,108,0.12,7,,
4G,76,1/31/2012 10:27,M,South,0,99,0.73,2,,
4G,56,1/31/2012 10:27,F,South,0,41,0.02,3,,
4G,50,1/31/2012 10:27,F,Central,1,99,0.02,9,,
phone,42,1/31/2012 10:27,F,North,0,40,0.01,8,,
phone,61,1/31/2012 10:27,M,Central,0,69,0.01,5,,
landline,64,1/31/2012 10:27,M,South,0,39,0.01,5,,
fiber,30,2/1/2012 10:27,M,South,1,94,0.02,3,,
landline,57,2/1/2012 10:27,F,Central,1,63,0.02,8,,
phone,73,2/1/2012 10:27,M,Central,1,55,0.02,3,,
fiber,56,2/1/2012 10:27,M,South,0,87,0.01,5,,
phone,28,2/1/2012 10:27,M,Central,0,84,0.01,4,,
landline,73,2/1/2012 10:27,M,Central,1,89,0.01,4,,
fiber,54,2/2/2012 10:27,M,Central,2,55,0.21,8,,
phone,55,2/2/2012 10:27,M,South,2,94,0.86,2,,
fiber,46,2/2/2012 10:27,F,North,1,102,0.02,6,,
4G,22,2/3/2012 10:27,M,North,4,109,0.20,4,,
fiber,51,2/3/2012 10:27,M,North,8,96,0.09,4,,
fiber,33,2/3/2012 10:27,F,Central,1,52,0.04,3,,
phone,40,2/3/2012 10:27,F,Central,3,65,0.03,6,,
4G,23,2/3/2012 10:27,M,Central,0,100,0.03,4,,
fiber,42,2/3/2012 10:27,F,Central,0,50,0.02,7,,
phone,57,2/3/2012 10:27,F,South,1,65,0.02,5,,
fiber,71,2/4/2012 10:27,F,North,1,61,0.03,6,,
4G,51,2/4/2012 10:27,F,North,2,97,0.02,7,,
phone,75,2/4/2012 10:27,F,South,0,59,0.70,2,,
4G,41,2/5/2012 10:27,F,Central,1,42,0.13,8,,
4G,24,2/5/2012 10:27,M,Central,1,83,0.02,8,,
phone,37,2/5/2012 10:27,M,Central,0,58,0.01,5,,
phone,33,2/6/2012 10:27,F,Central,1,48,0.02,6,,
4G,46,2/6/2012 10:27,M,Central,0,36,0.02,4,,
4G,52,2/6/2012 10:27,F,Central,0,39,0.02,7,,
4G,27,2/6/2012 10:27,M,Central,0,70,0.01,3,,
phone,25,2/6/2012 10:27,M,North,0,104,0.01,6,,
fiber,74,2/7/2012 10:27,F,North,2,110,0.10,8,,
4G,73,2/7/2012 10:27,F,South,0,79,0.70,2,,
4G,68,2/7/2012 10:27,F,North,1,107,0.06,9,,
4G,35,2/7/2012 10:27,M,Central,0,47,0.03,4,,
phone,35,2/7/2012 10:27,F,South,1,55,0.70,2,,
phone,37,2/7/2012 10:27,F,Central,0,42,0.01,7,,
fiber,37,2/8/2012 10:27,F,Central,1,60,0.07,7,,
4G,23,2/8/2012 10:27,F,North,0,115,0.02,6,,
4G,22,2/8/2012 10:27,F,North,0,96,0.01,8,,
phone,37,2/8/2012 10:27,F,South,0,96,0.01,6,,
4G,52,2/9/2012 10:27,F,Central,4,109,0.03,4,,
phone,62,2/9/2012 10:27,F,Central,5,92,0.03,4,,
fiber,46,2/9/2012 10:27,M,South,1,108,0.02,3,,
4G,57,2/9/2012 10:27,F,South,0,42,0.02,5,,
4G,26,2/9/2012 10:27,F,Central,0,62,0.01,6,,
landline,59,2/9/2012 10:27,F,Central,1,82,0.01,5,,
phone,62,2/10/2012 10:27,F,South,7,31,0.13,4,,
fiber,70,2/10/2012 10:27,F,South,1,35,0.06,7,,
phone,79,2/10/2012 10:27,F,South,0,62,0.05,4,,
4G,72,2/10/2012 10:27,M,Central,0,88,0.01,4,,
phone,69,2/10/2012 10:27,M,Central,0,91,0.01,6,,
phone,47,2/11/2012 10:27,F,Central,4,39,0.06,4,,
phone,46,2/11/2012 10:27,F,Central,7,93,0.04,8,,
phone,28,2/11/2012 10:27,F,Central,7,108,0.04,3,,
phone,28,2/11/2012 10:27,F,North,1,36,0.03,6,,
fiber,34,2/11/2012 10:27,F,South,0,102,0.01,6,,
landline,30,2/11/2012 10:27,M,South,1,84,0.01,5,,
fiber,66,2/12/2012 10:27,F,North,9,46,0.21,6,,
landline,48,2/12/2012 10:27,F,North,7,78,0.03,6,,
4G,56,2/12/2012 10:27,F,South,0,97,0.01,7,,
phone,73,2/12/2012 10:27,M,South,0,82,0.90,2,,
landline,21,2/12/2012 10:27,F,South,0,47,0.01,3,,
phone,53,2/12/2012 10:27,M,Central,0,96,0.01,8,,
fiber,71,2/13/2012 10:27,M,North,2,37,0.10,9,,
4G,46,2/13/2012 10:27,F,North,3,85,0.03,7,,
phone,38,2/13/2012 10:27,M,Central,2,49,0.03,9,,
fiber,56,2/13/2012 10:27,F,South,0,70,0.01,8,,
4G,79,2/13/2012 10:27,F,South,0,94,0.01,4,,
landline,40,2/13/2012 10:27,M,Central,1,81,0.01,4,,
landline,41,2/13/2012 10:27,M,Central,0,59,0.00,7,,
fiber,42,2/14/2012 10:27,F,South,0,73,0.04,5,,
4G,43,2/14/2012 10:27,F,North,0,33,0.02,5,,
4G,18,2/14/2012 10:27,M,North,1,86,0.02,4,,
4G,37,2/14/2012 10:27,M,South,0,51,0.01,8,,
4G,35,2/14/2012 10:27,M,Central,0,97,0.01,7,,
fiber,69,2/15/2012 10:27,F,South,8,37,0.24,5,,
4G,59,2/15/2012 10:27,F,Central,1,106,0.05,4,,
4G,64,2/15/2012 10:27,F,Central,2,93,0.02,5,,
phone,79,2/15/2012 10:27,M,North,0,36,0.80,2,,
4G,49,2/15/2012 10:27,F,South,0,55,0.01,4,,
4G,50,2/16/2012 10:27,F,Central,7,80,0.07,8,,
fiber,25,2/16/2012 10:27,F,North,4,86,0.06,8,,
4G,41,2/16/2012 10:27,F,North,1,50,0.03,8,,
4G,47,2/16/2012 10:27,F,North,1,61,0.02,4,,
fiber,47,2/16/2012 10:27,M,Central,0,69,0.01,3,,
landline,30,2/16/2012 10:27,M,Central,0,110,0.00,5,,
4G,71,2/17/2012 10:27,M,Central,4,43,0.08,4,,
phone,28,2/17/2012 10:27,F,Central,1,109,0.01,9,,
landline,33,2/17/2012 10:27,F,Central,1,106,0.01,7,,
phone,59,2/17/2012 10:27,M,North,0,104,0.01,8,,
fiber,55,2/18/2012 10:27,F,North,4,37,0.13,10,,
landline,38,2/18/2012 10:27,M,South,9,99,0.02,7,,
landline,51,2/18/2012 10:27,F,North,2,43,0.02,7,,
phone,46,2/18/2012 10:27,F,North,0,74,0.01,8,,
4G,28,2/18/2012 10:27,F,South,0,102,0.01,5,,
phone,23,2/19/2012 10:27,F,Central,2,66,0.09,6,,
phone,28,2/19/2012 10:27,M,Central,2,51,0.05,6,,
4G,65,2/19/2012 10:27,F,Central,0,43,0.02,5,,
landline,55,2/19/2012 10:27,M,South,0,30,0.01,5,,
4G,72,2/19/2012 10:27,M,North,0,94,0.01,3,,
phone,73,2/19/2012 10:27,M,South,0,74,0.01,9,,
4G,52,2/19/2012 10:27,M,Central,0,108,0.01,7,,
phone,46,2/20/2012 10:27,M,Central,4,77,0.30,2,,
phone,46,2/20/2012 10:27,M,Central,0,57,0.03,9,,
4G,55,2/21/2012 10:27,F,Central,7,89,0.34,7,,
phone,25,2/21/2012 10:27,F,South,7,34,0.11,6,,
phone,31,2/21/2012 10:27,M,South,5,41,0.07,8,,
fiber,70,2/21/2012 10:27,F,Central,3,68,0.06,6,,
4G,26,2/21/2012 10:27,F,South,0,68,0.01,5,,
landline,40,2/21/2012 10:27,M,Central,1,96,0.01,8,,
landline,45,2/22/2012 10:27,F,South,2,58,0.01,3,,
landline,56,2/22/2012 10:27,F,South,0,72,0.00,7,,
4G,20,2/23/2012 10:27,M,Central,7,60,0.24,4,,
fiber,78,2/23/2012 10:27,F,Central,6,47,0.14,4,,
4G,33,2/23/2012 10:27,F,North,7,64,0.09,10,,
phone,71,2/23/2012 10:27,F,South,1,41,0.02,5,,
phone,25,2/23/2012 10:27,M,North,1,49,0.02,5,,
4G,33,2/23/2012 10:27,F,Central,0,83,0.01,8,,
phone,45,2/23/2012 10:27,F,Central,0,99,0.01,9,,
4G,24,2/24/2012 10:27,F,Central,8,96,0.36,5,,
fiber,23,2/24/2012 10:27,F,South,2,113,0.21,6,,
4G,59,2/24/2012 10:27,M,South,9,83,0.09,3,,
phone,59,2/24/2012 10:27,M,South,0,40,0.02,5,,
